iter	Logloss
161	0.1476259308
162	0.1473138569
163	0.1470163198
164	0.1466897928
165	0.1464269219
166	0.1461656781
167	0.1458943442
168	0.1455804094
169	0.1453193037
170	0.1450664051
171	0.1447901748
172	0.1444705438
173	0.1442069119
174	0.143942056
175	0.1436656604
176	0.1434638881
177	0.1431713332
178	0.1429106408
179	0.1426106127
180	0.142368529
181	0.1420350632
182	0.1417198592
183	0.1415219261
184	0.1412319543
185	0.1409521065
186	0.1406788145
187	0.1404760839
188	0.140258846
189	0.1400109221
190	0.1397440948
191	0.1394936759
192	0.1392647767
193	0.1390100909
194	0.1387977475
195	0.1385200023
196	0.1382703776
197	0.1380509576
198	0.1378263944
199	0.1375932955
200	0.1373561445
201	0.1371257142
202	0.1368862018
203	0.1366542331
204	0.1364377403
205	0.1361893478
206	0.1359522103
207	0.1357036138
208	0.1355251662
209	0.1353278729
210	0.1350854774
211	0.1348520721
212	0.1346371472
213	0.1344398298
214	0.1341880132
215	0.1340172088
216	0.1338045728
217	0.1335914768
218	0.133369203
219	0.1331452947
220	0.1329117058
221	0.1326663143
222	0.1324723973
223	0.1322829698
224	0.1321106755
225	0.131888988
226	0.1316900963
227	0.1314776585
228	0.131295798
229	0.1311040564
230	0.1308929382
231	0.1307029514
232	0.1305159204
233	0.1303256718
234	0.1301005221
235	0.1298718107
236	0.1296782573
237	0.1294776354
238	0.1292652364
239	0.1290849625
240	0.128886791
241	0.1286936334
242	0.128492095
243	0.1282779409
244	0.1280622021
245	0.1278671929
246	0.1276552623
247	0.1274781578
248	0.1273047842
249	0.1271628151
250	0.1269551004
251	0.126781252
252	0.1266068119
253	0.1264463557
254	0.1262583299
255	0.1260680289
256	0.1258571897
257	0.1256830727
258	0.1255325641
259	0.1253698316
260	0.1252343348
261	0.1250778247
262	0.124893771
263	0.1247270921
264	0.124599509
265	0.1244174545
266	0.1242465912
267	0.1240608045
268	0.1239177091
269	0.1237568823
270	0.1235927978
271	0.123424972
272	0.1232474165
273	0.1230471688
274	0.1228798765
275	0.122702652
276	0.1225344866
277	0.1223709383
278	0.1221949818
279	0.1220045447
280	0.1218709383
281	0.1217192161
282	0.1215656568
283	0.1214294899
284	0.1213028615
285	0.1211350038
286	0.1209611772
287	0.1207856739
288	0.1206393144
289	0.120483905
290	0.1203185723
291	0.1201755159
292	0.1200145506
293	0.1198628732
294	0.1197368833
295	0.1195650397
296	0.119417153
297	0.1192556393
298	0.1191014605
299	0.1189502951
300	0.1187823407
301	0.1186392223
302	0.1184744908
303	0.1183324877
304	0.1181830721
305	0.1180201174
306	0.1178653427
307	0.1177147111
308	0.1175612837
309	0.1173912561
310	0.1172303409
311	0.1170859226
312	0.1169383236
313	0.1167936515
314	0.1166506851
315	0.1165124092
316	0.1163742718
317	0.1162290223
318	0.116104279
319	0.1159657379
320	0.1158228104
321	0.1156896581
322	0.1155758401
323	0.1154467412
324	0.1152892505
325	0.1151422852
326	0.1149674441
327	0.11483449
328	0.1146796055
329	0.114511363
330	0.1143911927
331	0.1142611901
332	0.1141250579
333	0.1139844293
334	0.1138453452
335	0.1136794957
336	0.1135202976
337	0.113369928
338	0.113217003
339	0.1130978718
340	0.1129201297
341	0.1127706247
342	0.1126422254
343	0.1124987066
344	0.1123678251
345	0.1122330145
346	0.1120942048
347	0.1119707368
348	0.1118508621
349	0.1117233913
350	0.1116199754
351	0.1114797344
352	0.1113609036
353	0.1112106428
354	0.1110853769
355	0.1109453945
356	0.1108105739
357	0.1106704614
358	0.110533506
359	0.1104233224
360	0.1102981726
361	0.1101868008
362	0.110058784
363	0.1099528837
364	0.1098178593
365	0.1097253937
366	0.1096063627
367	0.1094936755
368	0.1093621885
369	0.1092346068
370	0.109098271
371	0.1089964839
372	0.1088805431
373	0.1087703632
374	0.1086613136
375	0.1085344052
376	0.1084069064
377	0.1082776778
378	0.1081462825
379	0.108014169
380	0.1078879398
381	0.1077804848
382	0.1076671243
383	0.1075397009
384	0.1074328125
385	0.1073080779
386	0.1071694716
387	0.1070551876
388	0.10694915
389	0.1068310238
390	0.1067176109
391	0.1065984753
392	0.1064900743
393	0.1063741298
394	0.1062494382
395	0.1061373386
396	0.1060373556
397	0.1059138249
398	0.1058103023
399	0.1056796164
400	0.1055628388
401	0.1054421042
402	0.1053436846
403	0.1052367927
404	0.1051406653
405	0.1050105679
406	0.1049001405
407	0.1047846481
408	0.1046736658
409	0.1045651321
410	0.1044313494
411	0.104312737
412	0.1042131002
413	0.1040946323
414	0.1039932421
415	0.1038907257
416	0.1037805797
417	0.1036687537
418	0.1035598057
419	0.1034714749
420	0.1033751937
421	0.1032386651
422	0.1031389357
423	0.1030337555
424	0.1029324499
425	0.1028173673
426	0.1027001519
427	0.1025798992
428	0.1024949878
429	0.1024007641
430	0.1022870787
431	0.1022095032
432	0.1021168847
433	0.1019814436
434	0.1018766714
435	0.1017697286
436	0.1016606137
437	0.1015597617
438	0.1014588853
439	0.1013435722
440	0.1012222694
441	0.1011208635
442	0.1010155426
443	0.1009286897
444	0.1008039342
445	0.10070859
446	0.1005984806
447	0.1004893548
448	0.1003779913
449	0.1002655438
450	0.1001622924
451	0.1000535762
452	0.09994326873
453	0.09984814831
454	0.09974221152
455	0.09964111216
456	0.09952922745
457	0.09941417596
458	0.09932599139
459	0.0992312455
460	0.09913093666
461	0.09904792295
462	0.09894155238
463	0.09883677663
464	0.09876143204
465	0.09863925141
466	0.09854250332
467	0.09843412959
468	0.09832769381
469	0.09823640952
470	0.09813225156
471	0.09805403036
472	0.09796259264
473	0.09786422532
474	0.09777283295
475	0.09767034575
476	0.09755823068
477	0.09746073128
478	0.09738362027
479	0.09729193448
480	0.0971867655
481	0.09707635298
482	0.09699561091
483	0.09690774688
484	0.09679803891
485	0.0966841036
486	0.09659518466
487	0.09649752498
488	0.09640094612
489	0.09628712668
490	0.09618770266
491	0.09609662551
492	0.09598563513
493	0.0958776043
494	0.09580567721
495	0.09573057093
496	0.09564129919
497	0.09555882976
498	0.09548845446
499	0.09539397244
500	0.09530917876
501	0.09522146814
502	0.09513171621
503	0.09504311013
504	0.09495077696
505	0.09485651281
506	0.09475999391
507	0.09466281305
508	0.09458205665
509	0.09452645396
510	0.09443020047
511	0.09434507355
512	0.09425915673
513	0.09419071239
514	0.09409337566
515	0.09400974472
516	0.09392482447
517	0.09384694185
518	0.09375189596
519	0.09363947143
520	0.09356074013
521	0.09347167436
522	0.09337751262
523	0.09327766845
524	0.09319305335
525	0.09309423023
526	0.09300440382
527	0.092908358
528	0.09282507027
529	0.09274345198
530	0.092674589
531	0.09258385061
532	0.0924847063
533	0.09238777826
534	0.09230752925
535	0.09224861489
536	0.09215919916
537	0.09208533969
538	0.09199077802
539	0.09192352639
540	0.09183038685
541	0.09175883028
542	0.09168840374
543	0.09160468208
544	0.09153388801
545	0.09146077026
546	0.0913787088
547	0.09129665015
548	0.09120124325
549	0.09112596679
550	0.09104166004
551	0.0909545892
552	0.0908782894
553	0.09081465859
554	0.09072896242
555	0.09065477962
556	0.09060214922
557	0.09054766872
558	0.09046774406
559	0.09038145989
560	0.0903014427
561	0.09019863035
562	0.09011481034
563	0.09003938395
564	0.08995936456
565	0.08987961828
566	0.08980301557
567	0.08974568656
568	0.08964709688
569	0.08954014985
570	0.08944346719
571	0.08936061639
572	0.089287776
573	0.08921215034
574	0.08909386895
575	0.08902375552
576	0.08894873957
577	0.08886077501
578	0.08877701149
579	0.08870158599
580	0.08862665035
581	0.08855059216
582	0.08849025224
583	0.08840471151
584	0.08833597265
585	0.08825425591
586	0.08819969756
587	0.08811569165
588	0.08803950901
589	0.08796607343
590	0.087886432
591	0.08781259022
592	0.08773857807
593	0.08765281149
594	0.08759220478
595	0.08750923857
596	0.08742283764
597	0.08735396912
598	0.08728896265
599	0.08720083021
600	0.08714717738
601	0.0870673597
602	0.08700713615
603	0.08693234685
604	0.08683432897
605	0.08674439571
606	0.08667331902
607	0.08660494736
608	0.08653376791
609	0.08646439116
610	0.08639556461
611	0.08631207701
612	0.08622757185
613	0.08615422549
614	0.08606782886
615	0.08598925779
616	0.08591825086
617	0.08584609714
618	0.08576065805
619	0.08568181862
620	0.08559838896
621	0.08552316566
622	0.08544905142
623	0.08537922753
624	0.08529614999
625	0.08524444451
626	0.08517357878
627	0.08510678839
628	0.08502875372
629	0.08493181508
630	0.08485848093
631	0.08477873248
632	0.08471842556
633	0.08463618992
634	0.08455164179
635	0.08448354815
636	0.08444467768
637	0.0843718996
638	0.08431651398
639	0.08424492864
640	0.08416219536
641	0.08409613775
642	0.08401972505
643	0.08393675318
644	0.08388513617
645	0.08380451605
646	0.08373419583
647	0.08364900046
648	0.08358996148
649	0.08352726004
650	0.08346661974
651	0.0833863327
652	0.08332640746
653	0.0832460444
654	0.08317403964
655	0.08310158824
656	0.08305262254
657	0.08298272276
658	0.0829189283
659	0.08284214518
660	0.08275412275
661	0.08267109272
662	0.0825854826
663	0.08251961221
664	0.08243637428
665	0.0823765834
666	0.08230394887
667	0.08223001062
668	0.08214901861
669	0.08206404802
670	0.08200496131
671	0.08192469101
672	0.08186515531
673	0.08180051297
674	0.08172745896
675	0.08167722506
676	0.08160829907
677	0.08153138032
678	0.08145880119
679	0.08138720665
680	0.08131589854
681	0.08125352017
682	0.08118309389
683	0.08111650644
684	0.08105134154
685	0.08098599598
686	0.08090877752
687	0.08084936647
688	0.08076287491
689	0.0806979841
690	0.0806105063
691	0.08055562394
692	0.0804880273
693	0.08042075683
694	0.08035013779
695	0.08027969165
696	0.08021197787
697	0.08014330788
698	0.08011375648
699	0.08004928387
700	0.07998399885
701	0.07991944777
702	0.07987021076
703	0.0798219696
704	0.07974941564
705	0.07968633582
706	0.07962084193
707	0.07955312586
708	0.07948029149
709	0.0794268281
710	0.07936947009
711	0.07928290894
712	0.07922434186
713	0.07916824758
714	0.07909781042
715	0.0790383338
716	0.07896370699
717	0.07888879145
718	0.07882284233
719	0.07875702153
720	0.07869222
721	0.07862502188
722	0.0785807456
723	0.07850751362
724	0.07842612555
725	0.07836426828
726	0.07830652035
727	0.07823297086
728	0.0781713473
729	0.07810731317
730	0.07803996818
731	0.07798506392
732	0.07790983312
733	0.07784225669
734	0.07777337079
735	0.07771677001
736	0.07764976563
737	0.07757837583
738	0.07752557437
739	0.07745982307
740	0.0774115134
741	0.0773403823
742	0.07726852304
743	0.07722048246
744	0.07715793454
745	0.07708790716
746	0.07703372394
747	0.07697184681
748	0.07689816525
749	0.07683601861
750	0.07676994994
751	0.07670463511
752	0.07665121205
753	0.07658296021
754	0.07652483473
755	0.07646302185
756	0.07639228776
757	0.07632473121
758	0.0762489405
759	0.0761852558
760	0.07611698096
761	0.0760472959
762	0.07598009725
763	0.07590218808
764	0.0758249743
765	0.07576568182
766	0.07572256395
767	0.07565744378
768	0.0755874381
769	0.07551886729
770	0.07546454745
771	0.07540642584
772	0.07534405771
773	0.07528870275
774	0.07522487174
775	0.07515525603
776	0.07508838126
777	0.07502727692
778	0.0749605362
779	0.07489868767
780	0.07483406704
781	0.07478361964
782	0.07471499535
783	0.07464609923
784	0.07458890974
785	0.07454636401
786	0.07449132164
787	0.07442646188
788	0.07436101367
789	0.07428844162
790	0.07424240943
791	0.07419894698
792	0.0741442854
793	0.07409804956
794	0.07403962731
795	0.073985846
796	0.07390989441
797	0.07385456798
798	0.07380066935
799	0.07376476285
800	0.07371349142
801	0.07364602053
802	0.07358165678
803	0.07353273475
804	0.07351240826
805	0.07346728438
806	0.07340170168
807	0.07333101637
808	0.07327911142
809	0.07322151856
810	0.07317727866
811	0.07311243731
812	0.07305691025
813	0.07299200372
814	0.07298263539
815	0.07292675657
816	0.07286745902
817	0.07281238852
818	0.07277486115
819	0.07270948433
820	0.07265190946
821	0.07258861458
822	0.07253728558
823	0.07250612353
824	0.0724348785
825	0.07239845633
826	0.07234504836
827	0.07229170089
828	0.07222773513
829	0.07217522329
830	0.0721086683
831	0.07206455371
832	0.07199623423
833	0.071941483
834	0.07189083247
835	0.07183412842
836	0.07177355707
837	0.07171103824
838	0.07165258681
839	0.07158264764
840	0.07151362646
841	0.07144595202
842	0.07138367146
843	0.07133026272
844	0.07126573646
845	0.07120881823
846	0.07114903638
847	0.07108917721
848	0.07103488361
849	0.07097920331
850	0.07092086777
851	0.07086941064
852	0.07083141699
853	0.07076761767
854	0.07070602847
855	0.07066392233
856	0.07060656038
857	0.07055107012
858	0.0704966944
859	0.07043571616
860	0.0703824986
861	0.07033088536
862	0.07027128405
863	0.07020767569
864	0.07014536399
865	0.07008654561
866	0.07001216897
867	0.06994772313
868	0.06988608254
869	0.06983237656
870	0.06978180046
871	0.06972871899
872	0.06968979677
873	0.06963028963
874	0.06957274966
875	0.06954338993
876	0.06947344556
877	0.06942087968
878	0.06938959963
879	0.06933816866
880	0.06928142887
881	0.06922137363
882	0.06918228247
883	0.06914346999
884	0.06909061114
885	0.06906311046
886	0.06901094956
887	0.06895279602
888	0.06890921767
889	0.06886145134
890	0.06880794183
891	0.06875217797
892	0.06872266388
893	0.06866038217
894	0.06861108348
895	0.06857204074
896	0.06851224058
897	0.06846016078
898	0.06839912571
899	0.06833888533
900	0.06828228703
901	0.06823780921
902	0.06818667381
903	0.0681514885
904	0.06809360934
905	0.06804494556
906	0.06798557697
907	0.06792523958
908	0.06786387808
909	0.0678037115
910	0.06774566571
911	0.06768446002
912	0.0676283621
913	0.0675763492
914	0.06752158491
915	0.06747210137
916	0.06740031364
917	0.067369682
918	0.06732476174
919	0.06729379627
920	0.06725895877
921	0.06720880493
922	0.06715946027
923	0.06710222485
924	0.06705139015
925	0.06700495358
926	0.06694780641
927	0.06688898238
928	0.06684703201
929	0.06679455027
930	0.0667402802
931	0.06668139244
932	0.06662732607
933	0.0665746639
934	0.06652048656
935	0.06649179734
936	0.06645015841
937	0.06640944064
938	0.06636001249
939	0.06631563697
940	0.06625672791
941	0.06619049393
942	0.06615075924
943	0.06610702146
944	0.06605825253
945	0.06601553702
946	0.06598526603
947	0.06592705769
948	0.06586618925
949	0.06581967899
950	0.06577866008
951	0.06572990299
952	0.06568604661
953	0.0656325874
954	0.06558238391
955	0.06552646319
956	0.06546758198
957	0.06542763752
958	0.06538631965
959	0.06533050105
960	0.06527660652
961	0.06521545817
962	0.06516660543
963	0.06512800466
964	0.06506930138
965	0.06502507455
966	0.06498226078
967	0.06492820399
968	0.06487714479
969	0.06482618016
970	0.06478442611
971	0.06474206755
972	0.06468515384
973	0.06463870365
974	0.06459156954
975	0.06454573873
976	0.06449759876
977	0.06443999061
978	0.06439482655
979	0.06435074021
980	0.06430287225
981	0.0642590237
982	0.06421523154
983	0.06415904693
984	0.06410812022
985	0.06406331049
986	0.06401081773
987	0.06395846666
988	0.06391070446
989	0.0638646198
990	0.06381367391
991	0.06377249177
992	0.06374830764
993	0.06370169119
994	0.0636474697
995	0.06359698336
996	0.06354495492
997	0.06349631194
998	0.06343099999
999	0.06339197661
